ret,vol,w,sharpe
0.3049276704268219,0.23728480239158917,[0.79133539 0.20866461 0.         0.        ],1.2850703768360279
0.40704678938956385,0.25047574405139206,[0.4939171 0.5060829 0.        0.       ],1.6250946411243992
0.3108187888436478,0.281585979027754,[7.38934577e-01 2.61065423e-01 2.30111069e-15 7.23249585e-15],1.1038148629304176
0.3755046065068999,0.25840644169604354,[3.88671453e-01 5.82091646e-01 2.92369008e-02 4.58313942e-14],1.4531549757130116
0.4521740023632512,0.32783910717835624,[1.00000000e+00 0.00000000e+00 0.00000000e+00 4.13558077e-15],1.379255837581489
0.4436306791128771,0.3256027357720626,[1. 0. 0. 0.],1.3624906377427974
0.2895918480165829,0.2840877327325398,[7.13416232e-01 2.86583768e-01 1.52297879e-15 0.00000000e+00],1.0193747024241453
0.29731441280535076,0.2658253443708245,[5.54524180e-01 4.45475820e-01 6.74156911e-16 3.15394412e-16],1.118457735883149
0.3593886936021777,0.23553663937522964,[4.31367634e-01 5.68632366e-01 5.00576143e-16 4.62520647e-16],1.5258292491370793
0.3365997942719901,0.2363607567034289,[0.5400757 0.4599243 0.        0.       ],1.4240934026723187
0.2419704018910214,0.2377343296580264,[6.63907916e-01 3.36092084e-01 3.99853761e-16 0.00000000e+00],1.0178185129555688
0.1447113816407909,0.2213523722906891,[0.32202756 0.67797244 0.         0.        ],0.6537602472619987
0.17499626812900174,0.2165595158827542,[1.92168041e-01 8.07831959e-01 2.94902991e-17 3.43475248e-16],0.8080747106201747
0.29004070599126175,0.20124051911814356,[9.48677059e-19 6.84597317e-01 2.94026779e-01 2.13759044e-02],1.4412639525193518
0.2628666749993188,0.16200154207811437,[0.33411764 0.44057935 0.225303   0.        ],1.6226183505868665
0.2331653426952258,0.15573441744043431,[0.53373379 0.41649977 0.04976645 0.        ],1.4971985417700455
0.33455110372063834,0.1478769466890811,[0.19645108 0.71266694 0.07280167 0.01808031],2.2623614512683257
0.3419382148796245,0.1514991621084769,[0.17905438 0.60828372 0.1879289  0.024733  ],2.2570304028136396
0.37449922042432005,0.1473544949147294,[1.91869872e-01 6.06515112e-01 2.01615015e-01 4.08744219e-17],2.541484877275267
0.310411741171765,0.1373742716806113,[3.52213716e-01 5.59649253e-01 8.81370311e-02 7.17741838e-17],2.2596060919868433
0.38040412366465215,0.15324965291828507,[0.26771722 0.50898667 0.2232961  0.        ],2.482251126973117
0.3498613506062223,0.14885544021476962,[0.21248488 0.59612341 0.19139171 0.        ],2.3503430583486904
0.4105431039963691,0.14955931850286402,[0.14581821 0.6682174  0.18596439 0.        ],2.745018552545138
0.432811956112153,0.1366892965751601,[0.36957117 0.51487266 0.11555617 0.        ],3.1663924459086426
